id    source    source_cleaned    popularity
33029    nationwide    nationwide    187
33030    native    native    2174
33031    natively    natively    51
33032    nativeness    nativeness    25
33033    nativity    nativity    210
33034    NATO    nato    345
33035    natron    natron    59
33036    natty    natty    39
33037    natural    natural    2126
33038    "natural science"    "natural science"    66
33039    naturalism    naturalism    60
33040    naturalist    naturalist    78
33041    naturalization    naturalization    113
33042    naturalize    naturalize    106
33043    naturally    naturally    411
33044    naturalness    naturalness    64
33045    nature    nature    3367
33046    natured    natured    41
33047    naturism    naturism    35
33048    naturist    naturist    39
33049    naturopathy    naturopathy    36
33050    naught    naught    127
33051    naughtily    naughtily    47
33052    naughtiness    naughtiness    59
33053    naughty    naughty    1557
33054    nausea    nausea    979
33055    nauseant    nauseant    45
33056    nauseate    nauseate    59
33057    nauseating    nauseating    64
33058    nauseative    nauseative    24
33059    nauseous    nauseous    223
33060    nauseously    nauseously    21
33061    nauseousness    nauseousness    28
33062    nautch    nautch    21
33063    nautical    nautical    105
33064    nautilus    nautilus    59
33065    naval    naval    404
33066    navarchy    navarchy    27
33067    nave    nave    1558
33068    navel    navel    339
33069    naveled    naveled    20
33070    nave-line    naveline    26
33071    navelwort    navelwort    19
33072    navigable    navigable    70
33073    navigableness    navigableness    25
33074    navigate    navigate    378
33075    navigation    navigation    249
33076    navigator    navigator    142
33077    navvy    navvy    13
33078    navy    navy    1037
33079    "navy bean"    "navy bean"    32
33080    navy-blue    navyblue    109
33081    nawab    nawab    30
33082    nay    nay    151
33083    Nazarene    nazarene    50
33084    nazarite    nazarite    34
33085    naze    naze    33
33086    nazi    nazi    375
33087    nazism    nazism    42
33088    NBA    nba    93
33089    NBC    nbc    29
33090    NBS    nbs    20
33091    NCO    nco    36
33093    NEA    nea    116
33094    neaf    neaf    26
33095    neal    neal    89
33096    Neanderthal    neanderthal    74
33097    neap    neap    38
33098    neapolitan    neapolitan    42
33099    near    near    4729
33100    nearby    nearby    994
33101    nearly    nearly    712
33102    nearness    nearness    40
33103    near-sighted    nearsighted    60
33104    neat    neat    1086
33105    neat-handed    neathanded    33
33106    neatherd    neatherd    39
33107    neatly    neatly    267
33108    neatness    neatness    103
33109    neb    neb    35
33110    nebula    nebula    148
33111    nebular    nebular    37
33112    nebulizer    nebulizer    216
33113    nebulosity    nebulosity    21
33114    nebulous    nebulous    74
33115    necessaries    necessaries    148
33116    necessarily    necessarily    0
33117    necessariness    necessariness    34
33118    necessary    necessary    2772
33119    necessitate    necessitate    173
33120    necessitous    necessitous    76
33121    necessitousness    necessitousness    32
33122    necessity    necessity    685
33123    neck    neck    3533
33124    neckband    neckband    58
33125    neck-beef    neckbeef    36
33126    neckcloth    neckcloth    47
33127    neckerchief    neckerchief    46
33128    neck-handkerchief    neckhandkerchief    41
33129    necklace    necklace    3037
33130    neckline    neckline    52
33131    necktie    necktie    255
33132    neckwear    neckwear    52
33133    necro-    necro    40
33134    necrologic    necrologic    26
33135    necrological    necrological    22
33136    necrologist    necrologist    23
33137    necrology    necrology    21
33138    necromancer    necromancer    55
33139    necromancy    necromancy    52
33140    necromantic    necromantic    27
33141    necropolis    necropolis    0
33142    necrosis    necrosis    91
33143    nectar    nectar    326
33144    nectarean    nectarean    23
33145    Nectareous    nectareous    22
33146    nectarial    nectarial    17
33147    nectarine    nectarine    301
33148    nectarine-tree    nectarinetree    38
33149    nectary    nectary    22
33150    need    need    12090
33151    needer    needer    107
33152    needful    needful    90
33153    needfully    needfully    50
33154    needfulness    needfulness    41
33155    needily    needily    23
33156    neediness    neediness    21
33157    needle    needle    1233
33158    "needle point"    "needle point"    50
33159    needle-case    needlecase    26
33160    needleful    needleful    20
33161    needle-maker    needlemaker    30
33162    Needler    needler    21
33163    needless    needless    192
33164    needlessly    needlessly    43
33165    needlessness    needlessness    25
33166    needlewoman    needlewoman    33
33167    needlework    needlework    58
33168    needs    needs    1462
33169    needy    needy    367
33170    nefarious    nefarious    125
33171    negation    negation    85
33172    negative    negative    687
33173    negatively    negatively    158
33174    neglect    neglect    1212
33175    neglecter    neglecter    49
33176    neglectful    neglectful    76
33177    neglectfully    neglectfully    27
33178    neglectfulness    neglectfulness    43
33179    negligee    negligee    0
33180    negligent    negligent    103
33181    negligently    negligently    41
33182    negligible    negligible    227
33183    negotiable    negotiable    176
33184    negotiate    negotiate    719
33185    negotiating    negotiating    71
33186    negotiation    negotiation    330
33187    negotiator    negotiator    133
33188    negotiatrix    negotiatrix    37
33189    negress    negress    47
33190    negro    negro    2188
33191    negus    negus    50
33192    neigh    neigh    148
33193    neighbor    neighbor    2837
33194    neighborhood    neighborhood    3137
33195    neighboring    neighboring    274
33196    neighborliness    neighborliness    50
33197    neighborly    neighborly    77
33198    neighing    neighing    40
33199    neither    neither    1674
33200    nelly    nelly    72
33201    nemesis    nemesis    212
33202    neo-    neo    70
33203    Neo-Catholic    neocatholic    43
33204    neoclassical    neoclassical    86
33205    neogamist    neogamist    31
33206    neolithic    neolithic    65
33207    neological    neological    30
33208    neologic    neologic    35
33209    neologism    neologism    31
33210    neology    neology    34
33211    neomenia    neomenia    58
33212    neon    neon    346
33213    neophyte    neophyte    53
33214    neoplatonism    neoplatonism    37
33215    neoteric    neoteric    39
33216    neozoic    neozoic    26
33217    nepaulese    nepaulese    30
33218    nephew    nephew    2950
33219    nephology    nephology    60
33220    nephoscope    nephoscope    49
33221    nephrite    nephrite    41
33222    nephritic    nephritic    29
33223    nephritis    nephritis    59
33224    nephrotomy    nephrotomy    50
33225    nepotism    nepotism    109
33226    neptune    neptune    180
33227    neptunian    neptunian    30
33228    nereid    nereid    45
33229    nerval    nerval    38
33230    nervate    nervate    30
33231    nervation    nervation    33
33232    nervature    nervature    27
33233    nerve    nerve    551
33234    nerved    nerved    47
33235    nerveless    nerveless    36
33236    nerviduct    nerviduct    30
33237    nervine    nervine    34
33238    nervous    nervous    1944
33239    nervously    nervously    132
33240    nervousness    nervousness    189
33241    nervure    nervure    25
33242    nervy    nervy    47
33243    nescience    nescience    47
33244    ness    ness    151
33245    -ness.    ness    4
33246    nest    nest    934
33247    nest-egg    nestegg    32
33248    nestle    nestle    177
33249    nestling    nestling    39
33250    nestorian    nestorian    34
33251    net    net    1620
33252    nether    nether    95
33253    nethermost    nethermost    33
33254    netmaker    netmaker    24
33255    netted    netted    37
33256    netting    netting    78
33257    nettle    nettle    156
33258    nettle-tree    nettletree    47
33259    nettling    nettling    24
33260    network    network    1714
33261    neural    neural    105
33262    neuralgia    neuralgia    96
33263    neuralgic    neuralgic    32
33264    neurasthenia    neurasthenia    31
33265    neuritis    neuritis    43
33266    neurologist    neurologist    184
33267    neurology    neurology    205
33268    neuron    neuron    92
33269    neurone    neurone    32
33270    neuropterous    neuropterous    25
33271    neuropteral    neuropteral    22
33272    neurosis    neurosis    105
33273    neurotic    neurotic    68
33274    neuter    neuter    296
33275    neutral    neutral    558
33276    neutrality    neutrality    79
33277    neutralize    neutralize    96
33278    neutrino    neutrino    35
33279    neutron    neutron    0
33280    never    never    5374
33281    never-ceasing    neverceasing    61
33282    never-ending    neverending    153
33283    never-erring    nevererring    40
33284    never-fading    neverfading    35
33285    never-failing    neverfailing    32
33286    nevermore    nevermore    71
33287    neverteless    neverteless    67
33288    new    new    6898
33289    "New Yorker"    "new yorker"    352
33290    new-blown    newblown    43
33291    new-born    newborn    50
33292    newcomer    newcomer    116
33293    new-created    newcreated    26
33294    new-delivered    newdelivered    54
33295    newel    newel    51
33296    new-fallen    newfallen    21
33297    new-fangled    newfangled    26
33298    new-fashion    newfashion    38
33299    new-fashioned    newfashioned    17
33300    new-formed    newformed    17
33301    new-found    newfound    61
33302    new-grown    newgrown    27
33303    new-healed    newhealed    28
33304    new-hindled    newhindled    25
33305    newish    newish    31
33306    new-laid    newlaid    27
33307    newly    newly    219
33308    newlywed    newlywed    148
33309    new-made    newmade    23
33310    new-married    newmarried    25
33311    new-moulded    newmoulded    26
33312    newness    newness    51
33313    news    news    4084
33314    newscast    newscast    166
33315    newsdealer    newsdealer    25
33316    news-monger    newsmonger    29
33317    newspaper    newspaper    3538
33318    newsprint    newsprint    38
33319    newsreel    newsreel    56
33320    newsroom    newsroom    64
33321    newsstand    newsstand    136
33322    newsworthy    newsworthy    43
33323    news-writer    newswriter    48
33324    newsy    newsy    30
33325    newt    newt    145
33326    newtonian    newtonian    29
33327    "new-year's gift"    "newyears gift"    0
33328    next    next    14949
33329    next-door    nextdoor    450
33330    next-of-kin    nextofkin    118
33331    nexus    nexus    119
33332    NGO    ngo    132
33333    NH    nh    41
33334    niacin    niacin    83
33335    nib    nib    68
33336    nibble    nibble    316
33337    nibbler    nibbler    59
33338    niccolite    niccolite    56
33339    nice    nice    13552
33340    nice-looking    nicelooking    312
33341    nicely    nicely    233
33342    niceness    niceness    96
33343    nicety    nicety    54
33344    niche    niche    370
33345    nick    nick    538
33346    nickel    nickel    525
33347    nicknack    nicknack    71
33348    nickname    nickname    1559
33349    nicotin    nicotin    27
33350    nicotine    nicotine    146
33351    nictitate    nictitate    33
33352    nictitation    nictitation    27
33353    nidificant    nidificant    34
33354    nidification    nidification    30
33355    nidify    nidify    35
33356    nidor    nidor    40
33357    nidorosity    nidorosity    34
33358    nidorous    nidorous    34
33359    nidulate    nidulate    27
33360    nidulation    nidulation    29
33361    niece    niece    2846
33362    niello    niello    43
33363    nig    nig    70
33364    nigella    nigella    30
33365    niggard    niggard    90
33366    niggardish    niggardish    38
33367    niggardliness    niggardliness    28
33368    niggardly    niggardly    48
33369    niggardness    niggardness    26
33370    nigger    nigger    2321
33371    niggle    niggle    38
33372    niggling    niggling    36
33373    nigh    nigh    116
33374    nighness    nighness    33
33375    night    night    5955
33376    "night letter"    "night letter"    38
33377    "night school"    "night school"    55
33378    "night service"    "night service"    41
33379    nightcap    nightcap    36
33380    nighted    nighted    30
33381    nightfall    nightfall    133
33382    nightfaring    nightfaring    30
33383    nightgown    nightgown    255
33384    nightingale    nightingale    139
33385    nightly    nightly    125
33386    nightman    nightman    40
33387    nightmare    nightmare    1135
33388    nightward    nightward    24
33389    nigrescence    nigrescence    22
33390    nigrescent    nigrescent    22
33391    nigrification    nigrification    24
33392    nigrify    nigrify    24
33393    nihil    nihil    35
33394    nihilism    nihilism    113
33395    nihilist    nihilist    28
33396    nihility    nihility    25
33397    nil    nil    137
33398    nill    nill    33
33399    nilgau    nilgau    39
33400    nighau    nighau    15
33401    nimbiferous    nimbiferous    25
33402    nimble    nimble    163
33403    nimble-footed    nimblefooted    30
33404    nimbleness    nimbleness    35
33405    nimble-witted    nimblewitted    35
33406    nimbly    nimbly    34
33407    nimbosity    nimbosity    24
33408    nimbus    nimbus    60
33409    nincompoop    nincompoop    114
33410    nine    nine    3324
33411    ninefold    ninefold    31
33412    ninepins    ninepins    43
33413    ninescore    ninescore    22
33414    nineteen    nineteen    1838
33415    nineteenth    nineteenth    519
33416    ninetieth    ninetieth    76
33417    ninety    ninety    1807
33418    ninny    ninny    55
33419    ninnyhammer    ninnyhammer    34
33420    ninth    ninth    1127
33421    ninthly    ninthly    46
33422    Nip    nip    178
33423    nipper    nipper    54
33424    nippers    nippers    54
33425    nipping    nipping    46
33426    nippingly    nippingly    28
33427    nipple    nipple    1181
33428    nipplewort    nipplewort    56
33429    nirvana    nirvana    149
33430    nit    nit    183
33431    nitency    nitency    26
33432    niter    niter    63
33433    nitre    nitre    48
33434    nitrate    nitrate    92
33435    nitric    nitric    39
33436    nitrite    nitrite    44
33437    nitrogen    nitrogen    176
33438    nitrogenize    nitrogenize    21
33439    nitrogenous    nitrogenous    25
33440    nitroglycerin    nitroglycerin    36
33441    nitrous    nitrous    37
33442    "nitrous oxide"    "nitrous oxide"    90
33443    nitry    nitry    22
33444    nitty    nitty    32
33445    nitwit    nitwit    48
33446    nival    nival    79
33447    niveous    niveous    32
33448    nix    nix    53
33449    nixie    nixie    33
33450    NNE    nne    38
33451    NNW    nnw    25
33452    no    no    10607
33453    noachian    noachian    35
33454    "Noah's Ark"    "noahs ark"    0
33455    nob    nob    130
33456    nobby    nobby    32
33457    "Nobel prize"    "nobel prize"    319
33458    nobiliary    nobiliary    21
33459    nobility    nobility    361
33460    noble    noble    1203
33461    nobleman    nobleman    182
33462    nobleness    nobleness    23
33463    noblesse    noblesse    40
33464    noblewoman    noblewoman    64
33465    nobly    nobly    40
33466    nobody    nobody    3042
33467    nock    nock    80
33468    noctiluca    noctiluca    0
33469    noctivagant    noctivagant    34
33470    noctivagation    noctivagation    16
33471    noctuary    noctuary    21
33472    noctuidæ    noctuidae    20
33473    nocturn    nocturn    37
33474    nocturnal    nocturnal    318
33475    nocturne    nocturne    23
33476    nod    nod    523
33477    nodal    nodal    47
33478    nodder    nodder    68
33479    nodding    nodding    84
33480    noddle    noddle    81
33481    noddy    noddy    32
33482    node    node    180
33483    nodose    nodose    22
33484    nodosity    nodosity    12
33485    nodular    nodular    18
33486    nodule    nodule    143
33487    noduled    noduled    11
33488    noetic    noetic    34
33489    nog    nog    61
33490    noggin    noggin    24
33491    nogging    nogging    18
33492    no-good    nogood    5
33493    no-hoper    nohoper    5
33494    noise    noise    2487
33495    noiseful    noiseful    61
33496    noiseless    noiseless    37
33497    noiselessly    noiselessly    17
33498    noisemaker    noisemaker    65
33499    noisily    noisily    68
33500    noisiness    noisiness    18
33501    noisome    noisome    28
33502    noisomely    noisomely    4
33503    noisomeness    noisomeness    7
33504    noisy    noisy    1029
33505    no-jump    nojump    2
33506    nolition    nolition    18
33507    nomad    nomad    257
33508    nomadic    nomadic    0
33509    nomancy    nomancy    4
33510    nomarch    nomarch    11
33511    nome    nome    239
33512    nomenclator    nomenclator    0
33513    nomenclature    nomenclature    35
33514    nominal    nominal    318
33515    nominalism    nominalism    15
33516    nominalist    nominalist    9
33517    nominalization    nominalization    24
33518    nominalize    nominalize    11
33519    nominally    nominally    38
33520    nominate    nominate    568
33521    nomination    nomination    298
33522    nominative    nominative    22
33523    nominator    nominator    17
33524    nominee    nominee    141
33525    nominor    nominor    5
33526    nomography    nomography    9
33527    nomothetical    nomothetical    12
33528    -nomy.    nomy    0
33529    non-    non    223
33530    "non seq."    "non seq"    13
33531    nonage    nonage    16
33532    nonagenarian    nonagenarian    16
33533    nonagesimal    nonagesimal    11
33534    nonagon    nonagon    21
33535    nonce    nonce    28
33536    nonchalance    nonchalance    50
33537    nonchalant    nonchalant    217
33538    nonchalantly    nonchalantly    54
33539    non-combatant    noncombatant    24
33540    non-commital    noncommital    15
33541    non-completion    noncompletion    15
33542    non-conductor    nonconductor    10
33543    non-conformism    nonconformism    10
33544    non-conformist    nonconformist    39
33545    non-conformity    nonconformity    26
33546    non-cooperation    noncooperation    10
33547    nondescript    nondescript    31
33548    non-drinker    nondrinker    13
33549    non-durable    nondurable    15
33550    none    none    1801
33551    nonentity    nonentity    18
33552    nones    nones    75
33553    nonesuch    nonesuch    22
33554    nonetheless    nonetheless    0
33555    non-event    nonevent    12
33556    Non-existence    nonexistence    49
33557    non-fattening    nonfattening    17
33558    non-fulfillment    nonfulfillment    15
33559    non-governmental    nongovernmental    58
33560    nonillion    nonillion    16
33561    non-intervention    nonintervention    22
33562    non-iron    noniron    15
33563    non-negotiable    nonnegotiable    15
33564    no-nonsense    nononsense    4
33565    nonpareil    nonpareil    20
33566    non-partisan    nonpartisan    28
33567    nonplus    nonplus    28
33568    non-political    nonpolitical    10
33569    non-polluting    nonpolluting    15
33570    non-profit    nonprofit    682
33571    non-recurring    nonrecurring    23
33572    non-resident    nonresident    21
33573    nonsense    nonsense    535
33574    nonsensical    nonsensical    73
33575    nonsensically    nonsensically    17
33576    nonsensicalness    nonsensicalness    15
33577    nonskid    nonskid    21
33578    non-smoker    nonsmoker    36
33579    non-stick    nonstick    36
33580    non-stop    nonstop    76
33581    nonsuit    nonsuit    14
33582    non-toxic    nontoxic    51
33583    non-verbal    nonverbal    39
33584    non-yielding    nonyielding    13
33585    noodle    noodle    0
33586    nook    nook    180
33587    noon    noon    1655
33588    noonday    noonday    55
33589    no-one    noone    46
33590    nooning    nooning    23
33591    noontide    noontide    31
33592    noose    noose    174
33593    nor    nor    639
33594    nordic    nordic    70
33595    norm    norm    427
33596    normal    normal    1723
33597    normalize    normalize    40
33598    normally    normally    794
33599    norman    norman    63
33600    normative    normative    83
33601    norse    norse    89
33602    norseman    norseman    24
33603    north    north    2325
33604    "north wind"    "north wind"    50
33605    northeast    northeast    576
33606    northeaster    northeaster    22
33607    northeasterly    northeasterly    18
33608    northeastern    northeastern    121
33609    norther    norther    28
33610    northerly    northerly    31
33611    northern    northern    657
33612    northerner    northerner    39
33613    northing    northing    22
33614    northland    northland    20
33615    northman    northman    17
33616    northward    northward    58
33617    northwards    northwards    25
33618    northwest    northwest    600
33619    northwesterly    northwesterly    26
33620    northwestern    northwestern    138
33621    norwegian    norwegian    242
33622    no-score    noscore    1
33623    nose    nose    3976
33624    nosebleed    nosebleed    125
33625    nosegay    nosegay    44
33626    nosel    nosel    33
33627    noseless    noseless    15
33628    nose-piece    nosepiece    40
33629    nosey    nosey    664
33630    nosology    nosology    27
33631    nostalgia    nostalgia    787
33632    nostalgic    nostalgic    243
33633    nostoc    nostoc    32
33634    nostologic    nostologic    34
33635    nostril    nostril    427
33636    nostrum    nostrum    72
33637    nosy    nosy    554
33638    not    not    6266
33639    notability    notability    31
33640    notable    notable    633
33641    notableness    notableness    37
33642    notably    notably    137
33643    notarial    notarial    162
33644    notarize    notarize    327
33645    notary    notary    380
33646    notary-public    notarypublic    130
33647    notation    notation    73
33648    notch    notch    285
33649    note    note    2156
33650    noted    noted    255
33651    notedly    notedly    19
33652    notedness    notedness    24
33653    noteless    noteless    18
33654    noter    noter    50
33655    noteworthy    noteworthy    159
33656    nothing    nothing    3866
33657    nothingness    nothingness    126
33658    notice    notice    3728
33659    noticeable    noticeable    322
33660    noticeably    noticeably    65
33661    notification    notification    220
33662    notify    notify    497
33663    noting    noting    77
33664    notion    notion    338
33665    notional    notional    40
33666    notionality    notionality    19
33667    notionally    notionally    18
33668    notoriety    notoriety    74
33669    notorious    notorious    301
33670    notoriously    notoriously    39
33671    notoriousness    notoriousness    10
33672    notus    notus    20
33673    not-wheat    notwheat    13
33674    notwithstanding    notwithstanding    365
33675    nougat    nougat    75
33676    nought    nought    53
33677    noun    noun    2266
33678    nourish    nourish    333
33679    nourishable    nourishable    14
33680    nourisher    nourisher    49
33681    nourishment    nourishment    237
33682    nous    nous    94
33683    novation    novation    41
33684    novel    novel    1295
33685    novelette    novelette    38
33686    novelettish    novelettish    24
33687    novelist    novelist    279
33688    novelistic    novelistic    29
33689    novelize    novelize    22
33690    novelty    novelty    206
33691    November    november    1778
33692    novenary    novenary    15
33693    novennial    novennial    15
33694    novercal    novercal    21
33695    novice    novice    295
33696    noviceship    noviceship    32
33697    novitiate    novitiate    38
33698    novocaine    novocaine    0
33699    now    now    10216
33700    nowadays    nowadays    782
33701    noway    noway    73
33702    noways    noways    40
33703    nowhere    nowhere    832
33704    nowhither    nowhither    24
33705    nowise    nowise    20
33706    noxious    noxious    99
33707    noxiously    noxiously    14
33708    noxiousness    noxiousness    20
33709    nozle    nozle    37
33710    nozzle    nozzle    266
33711    NP    np    44
33712    NT    nt    96
33713    nuance    nuance    395
33714    nub    nub    75
33715    nubbin    nubbin    30
33716    nubian    nubian    64
33717    nubile    nubile    48
33718    nubilose    nubilose    19
33719    nubilous    nubilous    25
33720    nuclear    nuclear    808
33721    nucleate    nucleate    16
33722    nucleic    nucleic    32
33723    nucleon    nucleon    22
33724    nucleus    nucleus    127
33725    nudation    nudation    15
33726    nude    nude    931
33727    nudge    nudge    247
33728    nudism    nudism    60
33729    nudist    nudist    98
33730    nudity    nudity    207
33731    nugation    nugation    27
33732    nugatory    nugatory    34
33733    nugget    nugget    444
33734    nuggety    nuggety    34
33735    nuisance    nuisance    474
33736    null    null    350
33737    nullification    nullification    34
33738    nullifidian    nullifidian    19
33739    nullify    nullify    93
33740    nullity    nullity    0
33741    numb    numb    1006
33742    numbed    numbed    67
33743    numbedness    numbedness    58
33744    number    number    3936
33745    numberer    numberer    58
33746    numberless    numberless    40
33747    numbfish    numbfish    22
33748    numbles    numbles    38
33749    numbness    numbness    545
33750    numerable    numerable    78
33751    numeral    numeral    166
33752    numerally    numerally    111
33753    numerary    numerary    23
33754    numerate    numerate    33
33755    numeration    numeration    42
33756    numerator    numerator    66
33757    numeric    numeric    56
33758    numerical    numerical    88
33759    numerically    numerically    41
33760    numerological    numerological    35
33761    numerology    numerology    51
33762    numerosity    numerosity    33
33763    numerous    numerous    622
33764    numerousness    numerousness    45
33765    numismatic    numismatic    45
33766    numismatics    numismatics    34
33767    numismatography    numismatography    23
33768    nummary    nummary    38
33769    nummular    nummular    34
33770    numskull    numskull    35
33771    numskulled    numskulled    29
33772    nun    nun    1001
33773    nuncio    nuncio    156
33774    nuncupate    nuncupate    34
33775    nuncupative    nuncupative    34
33776    nuncupatory    nuncupatory    29
33777    nundinal    nundinal    40
33778    nundinary    nundinary    32
33779    nunnery    nunnery    77
33780    nunnish    nunnish    27
33781    nuptial    nuptial    162
33782    nuptials    nuptials    66
33783    nurl    nurl    39
33784    nurse    nurse    3617
33785    nurse-maid    nursemaid    68
33786    nurser    nurser    0
33787    nursery    nursery    774
33788    nursery-maid    nurserymaid    75
33789    nursing    nursing    878
33790    nursling    nursling    29
33791    nurture    nurture    879
33792    nut    nut    1805
33793    nutant    nutant    46
33794    nutation    nutation    49
33795    nutbrown    nutbrown    35
33796    nutcracker    nutcracker    97
33797    nutgall    nutgall    31
33798    nuthatch    nuthatch    53
33799    nuthook    nuthook    27
33800    nutmeg    nutmeg    847
33801    nutpecker    nutpecker    36
33802    nutria    nutria    499
33803    nutrient    nutrient    323
33804    nutriment    nutriment    47
33805    nutrimental    nutrimental    61
33806    nutrition    nutrition    664
33807    nutritious    nutritious    321
33808    nutritive    nutritive    47
33809    nutshell    nutshell    166
33810    nut-tree    nuttree    49
33811    nutty    nutty    144
33812    nux-vomica    nuxvomica    39
33813    nuzzle    nuzzle    89
33814    NY    ny    158
33815    nyctalops    nyctalops    25
33816    nyctalopy    nyctalopy    19
33817    nylon    nylon    364
33818    nymph    nymph    183
33819    nymphæa    nymphaea    24
33820    nympha    nympha    45
33821    nymphean    nymphean    121
33822    nymphomania    nymphomania    41
33823    nymphomany    nymphomany    21
33824    nyssa    nyssa    37
33825    o    o    3378
33828    o.b.o    obo    26
33830    o/a    oa    21
33831    o/c    oc    20
33832    oaf    oaf    75
33833    oafish    oafish    42
33834    oafishness    oafishness    30
33835    oak    oak    951
33836    oaken    oaken    41
33837    oakling    oakling    20
33838    oakum    oakum    35
33839    oaky    oaky    51
33840    oar    oar    254
33841    oarage    oarage    36
33842    oared    oared    33
33843    oar-finned    oarfinned    23
33844    oarsman    oarsman    31
33845    oarsmanship    oarsmanship    35
33846    oary    oary    38
33847    oasis    oasis    352
33848    oast    oast    43
33849    oat    oat    380
33850    oats    oats    377
33851    oat-cake    oatcake    20
33852    oaten    oaten    26
33853    oatfield    oatfield    17
33854    oath    oath    565
33855    oatmeal    oatmeal    1125
33856    Oats-peas-beans    oatspeasbeans    21
33857    obconical    obconical    16
33858    obconic    obconic    21
33859    obcordate    obcordate    17
33860    obcordiform    obcordiform    19
33861    obduce    obduce    22
33862    obduracy    obduracy    24
33863    obdurate    obdurate    65
33864    obdurately    obdurately    18
33865    obdurateness    obdurateness    18
33866    obduration    obduration    21
33867    obedience    obedience    207
33868    obedient    obedient    378
33869    obediently    obediently    31
33870    obeisance    obeisance    63
33871    obeliscal    obeliscal    24
33872    obelisk    obelisk    66
33873    obelus    obelus    22
33874    obese    obese    453
33875    obeseness    obeseness    35
33876    obesity    obesity    367
33877    obey    obey    1131
33878    obfuscate    obfuscate    61
33879    obit    obit    20
33880    obituary    obituary    341
33881    object    object    1300
33882    objectable    objectable    36
33883    object-glass    objectglass    28
33884    objection    objection    357
33885    objectionable    objectionable    65
33886    objectionableness    objectionableness    24
33887    objective    objective    886
33888    objectively    objectively    79
33889    objectiveness    objectiveness    22
33890    objectivism    objectivism    30
33891    objectivity    objectivity    79
33892    objectless    objectless    14
33893    objector    objector    33
33894    objurgate    objurgate    22
33895    objurgation    objurgation    11
33896    objurgatory    objurgatory    6
33897    oblate    oblate    28
33898    oblation    oblation    31
33899    obligate    obligate    217
33900    obligation    obligation    433
33901    obligatoriness    obligatoriness    9
33902    obligatory    obligatory    136
33903    oblige    oblige    248
33904    obligee    obligee    38
33905    obliger    obliger    37
33906    obliging    obliging    51
33907    obligingly    obligingly    27
33908    obligingness    obligingness    14
33909    obligor    obligor    71
33910    oblique    oblique    132
33911    obliquely    obliquely    29
33912    obliqueness    obliqueness    14
33913    obliquity    obliquity    19
33914    obliterate    obliterate    155
33915    obliteration    obliteration    50
33916    oblivion    oblivion    239
33917    oblivious    oblivious    465
33918    oblong    oblong    90
33919    oblongly    oblongly    13
33920    oblongness    oblongness    13
33921    obloquy    obloquy    23
33922    obmutescence    obmutescence    14
33923    obnoxious    obnoxious    627
33924    obnoxiously    obnoxiously    37
33925    obnoxiousness    obnoxiousness    18
33926    obnubilation    obnubilation    15
33927    oboe    oboe    224
33928    oboist    oboist    22
33929    obovate    obovate    20
33930    obreption    obreption    35
33931    obreptitious    obreptitious    22
33932    obscene    obscene    173
33933    obscenely    obscenely    16
33934    obsceneness    obsceneness    20
33935    obscenity    obscenity    44
33936    obscurantism    obscurantism    27
33937    obscurantist    obscurantist    16
33938    obscuration    obscuration    22
33939    obscure    obscure    454
33940    obscurely    obscurely    22
33941    obscureness    obscureness    11
33942    obscurity    obscurity    80
33943    obsecrate    obsecrate    17
33944    obsecration    obsecration    15
33945    obsequial    obsequial    13
33946    obsequies    obsequies    28
33947    obsequious    obsequious    87
33948    obsequiously    obsequiously    19
33949    obsequiousness    obsequiousness    7
33950    observable    observable    65
33951    observableness    observableness    5
33952    observably    observably    12
33953    observance    observance    213
33954    observancy    observancy    4
33955    observant    observant    214
33956    observation    observation    259
33957    observatory    observatory    200
33958    observe    observe    814
33959    observer    observer    223
33960    observing    observing    71
33961    observingly    observingly    14
33962    obsess    obsess    704
33963    obsession    obsession    643
33964    obsessive    obsessive    184
33965    obsidian    obsidian    0
33966    obsidional    obsidional    14
33967    obsolesce    obsolesce    12
33968    obsolescence    obsolescence    59
33969    obsolescent    obsolescent    11
33970    obsolete    obsolete    263
33971    obsoleteness    obsoleteness    19
33972    obstacle    obstacle    836
33973    obstetric    obstetric    46
33974    obstetrical    obstetrical    36
33975    obstetrician    obstetrician    134
33976    obstetrics    obstetrics    97
33977    obstinacy    obstinacy    0
33978    obstinate    obstinate    204
33979    obstinately    obstinately    23
33980    obstinateness    obstinateness    8
33981    obstreperous    obstreperous    31
33982    obstreperously    obstreperously    8
33983    obstreperousness    obstreperousness    10
33984    obstriction    obstriction    15
33985    obstruct    obstruct    181
33986    obstructer    obstructer    14
33987    obstruction    obstruction    153
33988    obstructionism    obstructionism    11
33989    obstructionist    obstructionist    22
33990    obstructive    obstructive    46
33991    obstructiveness    obstructiveness    13
33992    obstruent    obstruent    12
33993    obtain    obtain    1631
33994    obtainable    obtainable    64
33995    obtainer    obtainer    39
33996    obtainment    obtainment    58
33997    obtemper    obtemper    16
33998    obtend    obtend    19
33999    obtest    obtest    7
34000    obtestation    obtestation    4
34001    obtrude    obtrude    19
34002    obtruder    obtruder    9
34003    obtruncate    obtruncate    5
34004    obtruncation    obtruncation    8
34005    obtrusion    obtrusion    12
34006    obtrusive    obtrusive    22
34007    obtrusively    obtrusively    13
34008    obtund    obtund    33
34009    obturation    obturation    15
34010    obturator    obturator    8
34011    obtusangular    obtusangular    8
34012    obtuse    obtuse    103
34013    obtusely    obtusely    13
